"","subject","trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audionodeid","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast"
"1029","33qh","image-keyboard-response",312,1047922,"0.0-17.0-1.43",NA,NA,NA,NA,NA,"291","q","pics/scaled/biene_buehne.png","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","biene.wav","0.0-17.0-0.43","biene","biene_buehne","biene","buehne",1,"y/i"
"1031","33qh","image-keyboard-response",314,1050370,"0.0-17.0-1.44",NA,NA,NA,NA,NA,"719","p","pics/scaled/spielen_spulen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spielen2.wav","0.0-17.0-0.44","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"1033","33qh","image-keyboard-response",316,1052082,"0.0-17.0-1.45",NA,NA,NA,NA,NA,"248","q","pics/scaled/lieder_leder.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","leder.wav","0.0-17.0-0.45","leder","lieder_leder","leder","lieder",1,"i/e"
"1035","33qh","image-keyboard-response",318,1054098,"0.0-17.0-1.46",NA,NA,NA,NA,NA,"546","q","pics/scaled/lieder_leder.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","leder.wav","0.0-17.0-0.46","leder","lieder_leder","leder","lieder",1,"i/e"
"1037","33qh","image-keyboard-response",320,1058562,"0.0-17.0-1.47",NA,NA,NA,NA,NA,"2851","q","pics/scaled/stiel2_stuhl.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","stiel.wav","0.0-17.0-0.47","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"1039","33qh","image-keyboard-response",322,1060802,"0.0-17.0-1.48",NA,NA,NA,NA,NA,"516","q","pics/scaled/spielen_spulen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spulen.wav","0.0-17.0-0.48","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"1041","33qh","image-keyboard-response",324,1062946,"0.0-17.0-1.49",NA,NA,NA,NA,NA,"757","p","pics/scaled/biene_buehne.png","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","buehne.wav","0.0-17.0-0.49","buehne","biene_buehne","biene","buehne",1,"y/i"
"1043","33qh","image-keyboard-response",326,1064850,"0.0-17.0-1.50",NA,NA,NA,NA,NA,"478","p","pics/scaled/bluten_blueten.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","blueten.wav","0.0-17.0-0.50","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"1045","33qh","image-keyboard-response",328,1067298,"0.0-17.0-1.51",NA,NA,NA,NA,NA,"789","p","pics/scaled/siegel_segel.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","siegel.wav","0.0-17.0-0.51","siegel","siegel_segel","segel","siegel",1,"i/e"
"1047","33qh","image-keyboard-response",330,1069283,"0.0-17.0-1.52",NA,NA,NA,NA,NA,"289","p","pics/scaled/spulen_spuelen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spuelen2.wav","0.0-17.0-0.52","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u"
"1049","33qh","image-keyboard-response",332,1071154,"0.0-17.0-1.53",NA,NA,NA,NA,NA,"164","p","pics/scaled/spulen_spuelen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spuelen2.wav","0.0-17.0-0.53","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u"
"1051","33qh","image-keyboard-response",334,1073266,"0.0-17.0-1.54",NA,NA,NA,NA,NA,"418","q","pics/scaled/spulen_spuelen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spuelen2.wav","0.0-17.0-0.54","spuelen","spulen_spuelen","spulen","spuelen",0,"y/u"
"1053","33qh","image-keyboard-response",336,1075187,"0.0-17.0-1.55",NA,NA,NA,NA,NA,"458","p","pics/scaled/lieder_leder.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","lieder.wav","0.0-17.0-0.55","lieder","lieder_leder","leder","lieder",1,"i/e"
"1055","33qh","image-keyboard-response",338,1077571,"0.0-17.0-1.56",NA,NA,NA,NA,NA,"775","p","pics/scaled/stiel2_stuhl.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","stiel.wav","0.0-17.0-0.56","stiel","stiel_stuhl","stiel","stuhl",0,"i/u"
"1057","33qh","image-keyboard-response",340,1079459,"0.0-17.0-1.57",NA,NA,NA,NA,NA,"550","q","pics/scaled/tuer_tour.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","tour.wav","0.0-17.0-0.57","tour","tuer_tour","tour","tuer",1,"y/u"
"1059","33qh","image-keyboard-response",342,1081139,"0.0-17.0-1.58",NA,NA,NA,NA,NA,"233","q","pics/scaled/kiel_kuehl.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","kiel.wav","0.0-17.0-0.58","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"1061","33qh","image-keyboard-response",344,1082947,"0.0-17.0-1.59",NA,NA,NA,NA,NA,"114","q","pics/scaled/spielen_spuelen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spielen.wav","0.0-17.0-0.59","spielen","spielen_spuelen","spielen","spuelen",1,"y/i"
"1063","33qh","image-keyboard-response",346,1085091,"0.0-17.0-1.60",NA,NA,NA,NA,NA,"423","p","pics/scaled/spulen_spuelen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spulen.wav","0.0-17.0-0.60","spulen","spulen_spuelen","spulen","spuelen",0,"y/u"
"1065","33qh","image-keyboard-response",348,1086835,"0.0-17.0-1.61",NA,NA,NA,NA,NA,"356","q","pics/scaled/biene_buehne.png","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","biene.wav","0.0-17.0-0.61","biene","biene_buehne","biene","buehne",1,"y/i"
"1067","33qh","image-keyboard-response",350,1088643,"0.0-17.0-1.62",NA,NA,NA,NA,NA,"353","p","pics/scaled/kiel_kuehl.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","kuehl.wav","0.0-17.0-0.62","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"1069","33qh","image-keyboard-response",352,1090659,"0.0-17.0-1.63",NA,NA,NA,NA,NA,"297","p","pics/scaled/spulen_spuelen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spulen.wav","0.0-17.0-0.63","spulen","spulen_spuelen","spulen","spuelen",0,"y/u"
"1071","33qh","image-keyboard-response",354,1092915,"0.0-17.0-1.64",NA,NA,NA,NA,NA,"649","p","pics/scaled/stiel2_stuhl.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","stuhl.wav","0.0-17.0-0.64","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"1073","33qh","image-keyboard-response",356,1094915,"0.0-17.0-1.65",NA,NA,NA,NA,NA,"281","q","pics/scaled/spielen_spulen.jpg","Englisch","10",NA,NA,NA,"uni",NA,"immersion","durch Immersion","10","4 Jahre","spulen.wav","0.0-17.0-0.65","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"1300","4d9c","image-keyboard-response",226,621055,"0.0-17.0-1.0",NA,NA,NA,NA,NA,"908","p","pics/scaled/lieder_leder.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","lieder.wav","0.0-17.0-0.0","lieder","lieder_leder","leder","lieder",1,"i/e"
"1302","4d9c","image-keyboard-response",228,622997,"0.0-17.0-1.1",NA,NA,NA,NA,NA,"231","p","pics/scaled/spielen_spulen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spielen2.wav","0.0-17.0-0.1","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"1304","4d9c","image-keyboard-response",230,624783,"0.0-17.0-1.2",NA,NA,NA,NA,NA,"77","p","pics/scaled/spielen_spulen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spielen2.wav","0.0-17.0-0.2","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"1306","4d9c","image-keyboard-response",232,626882,"0.0-17.0-1.3",NA,NA,NA,NA,NA,"776","p","pics/scaled/tuer_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tuer.wav","0.0-17.0-0.3","tuer","tuer_tour","tour","tuer",1,"y/u"
"1308","4d9c","image-keyboard-response",234,628918,"0.0-17.0-1.4",NA,NA,NA,NA,NA,"592","q","pics/scaled/kiel_kuehl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","kiel.wav","0.0-17.0-0.4","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"1310","4d9c","image-keyboard-response",236,631471,"0.0-17.0-1.5",NA,NA,NA,NA,NA,"866","p","pics/scaled/spielen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spuelen2.wav","0.0-17.0-0.5","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"1312","4d9c","image-keyboard-response",238,633898,"0.0-17.0-1.6",NA,NA,NA,NA,NA,"1133","p","pics/scaled/tuer_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tuer.wav","0.0-17.0-0.6","tuer","tuer_tour","tour","tuer",1,"y/u"
"1314","4d9c","image-keyboard-response",240,635805,"0.0-17.0-1.7",NA,NA,NA,NA,NA,"599","q","pics/scaled/tier_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tier.wav","0.0-17.0-0.7","tier","tier_tour","tier","tour",1,"i/u"
"1316","4d9c","image-keyboard-response",242,638003,"0.0-17.0-1.8",NA,NA,NA,NA,NA,"597","q","pics/scaled/stiel2_stuhl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","stiel.wav","0.0-17.0-0.8","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"1318","4d9c","image-keyboard-response",244,639952,"0.0-17.0-1.9",NA,NA,NA,NA,NA,"545","p","pics/scaled/bluten_blueten.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","bluten.wav","0.0-17.0-0.9","bluten","bluten_blueten","blueten","bluten",1,"y/u"
"1320","4d9c","image-keyboard-response",246,641941,"0.0-17.0-1.10",NA,NA,NA,NA,NA,"695","p","pics/scaled/tuer_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tuer.wav","0.0-17.0-0.10","tuer","tuer_tour","tour","tuer",1,"y/u"
"1322","4d9c","image-keyboard-response",248,644376,"0.0-17.0-1.11",NA,NA,NA,NA,NA,"870","q","pics/scaled/stiel2_stuhl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","stiel.wav","0.0-17.0-0.11","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"1324","4d9c","image-keyboard-response",250,646204,"0.0-17.0-1.12",NA,NA,NA,NA,NA,"117","q","pics/scaled/spielen_spulen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spulen.wav","0.0-17.0-0.12","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"1326","4d9c","image-keyboard-response",252,648175,"0.0-17.0-1.13",NA,NA,NA,NA,NA,"609","p","pics/scaled/biene_buehne.png","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","buehne.wav","0.0-17.0-0.13","buehne","biene_buehne","biene","buehne",1,"y/i"
"1328","4d9c","image-keyboard-response",254,650090,"0.0-17.0-1.14",NA,NA,NA,NA,NA,"225","p","pics/scaled/spulen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spuelen2.wav","0.0-17.0-0.14","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u"
"1330","4d9c","image-keyboard-response",256,651786,"0.0-17.0-1.15",NA,NA,NA,NA,NA,"379","p","pics/scaled/tier_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tour.wav","0.0-17.0-0.15","tour","tier_tour","tier","tour",1,"i/u"
"1332","4d9c","image-keyboard-response",258,653550,"0.0-17.0-1.16",NA,NA,NA,NA,NA,"124","q","pics/scaled/siegel_segel.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","segel.wav","0.0-17.0-0.16","segel","siegel_segel","segel","siegel",1,"i/e"
"1334","4d9c","image-keyboard-response",260,655251,"0.0-17.0-1.17",NA,NA,NA,NA,NA,"244","q","pics/scaled/lieder_leder.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","leder.wav","0.0-17.0-0.17","leder","lieder_leder","leder","lieder",1,"i/e"
"1336","4d9c","image-keyboard-response",262,656979,"0.0-17.0-1.18",NA,NA,NA,NA,NA,"60","p","pics/scaled/spielen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spuelen2.wav","0.0-17.0-0.18","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"1338","4d9c","image-keyboard-response",264,658586,"0.0-17.0-1.19",NA,NA,NA,NA,NA,"187","q","pics/scaled/kiel_kuehl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","kiel.wav","0.0-17.0-0.19","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"1340","4d9c","image-keyboard-response",266,660409,"0.0-17.0-1.20",NA,NA,NA,NA,NA,"370","p","pics/scaled/lieder_leder.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","lieder.wav","0.0-17.0-0.20","lieder","lieder_leder","leder","lieder",1,"i/e"
"1342","4d9c","image-keyboard-response",268,662268,"0.0-17.0-1.21",NA,NA,NA,NA,NA,"228","p","pics/scaled/siegel_segel.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","siegel.wav","0.0-17.0-0.21","siegel","siegel_segel","segel","siegel",1,"i/e"
"1344","4d9c","image-keyboard-response",270,664209,"0.0-17.0-1.22",NA,NA,NA,NA,NA,"9","q","pics/scaled/spielen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spielen.wav","0.0-17.0-0.22","spielen","spielen_spuelen","spielen","spuelen",1,"y/i"
"1346","4d9c","image-keyboard-response",272,665907,"0.0-17.0-1.23",NA,NA,NA,NA,NA,"388","q","pics/scaled/tier_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tier.wav","0.0-17.0-0.23","tier","tier_tour","tier","tour",1,"i/u"
"1348","4d9c","image-keyboard-response",274,667997,"0.0-17.0-1.24",NA,NA,NA,NA,NA,"377","q","pics/scaled/spulen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spulen.wav","0.0-17.0-0.24","spulen","spulen_spuelen","spulen","spuelen",1,"y/u"
"1350","4d9c","image-keyboard-response",276,669905,"0.0-17.0-1.25",NA,NA,NA,NA,NA,"445","q","pics/scaled/lieder_leder.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","leder.wav","0.0-17.0-0.25","leder","lieder_leder","leder","lieder",1,"i/e"
"1352","4d9c","image-keyboard-response",278,671852,"0.0-17.0-1.26",NA,NA,NA,NA,NA,"352","q","pics/scaled/stiel2_stuhl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","stiel.wav","0.0-17.0-0.26","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"1354","4d9c","image-keyboard-response",280,673509,"0.0-17.0-1.27",NA,NA,NA,NA,NA,"307","q","pics/scaled/biene_buehne.png","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","biene.wav","0.0-17.0-0.27","biene","biene_buehne","biene","buehne",1,"y/i"
"1356","4d9c","image-keyboard-response",282,675233,"0.0-17.0-1.28",NA,NA,NA,NA,NA,"15","q","pics/scaled/spielen_spulen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spulen.wav","0.0-17.0-0.28","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"1358","4d9c","image-keyboard-response",284,677172,"0.0-17.0-1.29",NA,NA,NA,NA,NA,"354","p","pics/scaled/stiel2_stuhl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","stuhl.wav","0.0-17.0-0.29","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"1360","4d9c","image-keyboard-response",286,679019,"0.0-17.0-1.30",NA,NA,NA,NA,NA,"162","q","pics/scaled/spielen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spielen.wav","0.0-17.0-0.30","spielen","spielen_spuelen","spielen","spuelen",1,"y/i"
"1362","4d9c","image-keyboard-response",288,680783,"0.0-17.0-1.31",NA,NA,NA,NA,NA,"325","p","pics/scaled/kiel_kuehl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","kuehl.wav","0.0-17.0-0.31","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"1364","4d9c","image-keyboard-response",290,682978,"0.0-17.0-1.32",NA,NA,NA,NA,NA,"480","q","pics/scaled/spulen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spulen.wav","0.0-17.0-0.32","spulen","spulen_spuelen","spulen","spuelen",1,"y/u"
"1366","4d9c","image-keyboard-response",292,686516,"0.0-17.0-1.33",NA,NA,NA,NA,NA,"2239","q","pics/scaled/tuer_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tour.wav","0.0-17.0-0.33","tour","tuer_tour","tour","tuer",1,"y/u"
"1368","4d9c","image-keyboard-response",294,688535,"0.0-17.0-1.34",NA,NA,NA,NA,NA,"718","p","pics/scaled/tier_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tour.wav","0.0-17.0-0.34","tour","tier_tour","tier","tour",1,"i/u"
"1370","4d9c","image-keyboard-response",296,692150,"0.0-17.0-1.35",NA,NA,NA,NA,NA,"2212","p","pics/scaled/bluten_blueten.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","blueten.wav","0.0-17.0-0.35","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"1372","4d9c","image-keyboard-response",298,694126,"0.0-17.0-1.36",NA,NA,NA,NA,NA,"268","p","pics/scaled/spielen_spulen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spielen2.wav","0.0-17.0-0.36","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"1374","4d9c","image-keyboard-response",300,696364,"0.0-17.0-1.37",NA,NA,NA,NA,NA,"606","p","pics/scaled/siegel_segel.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","siegel.wav","0.0-17.0-0.37","siegel","siegel_segel","segel","siegel",1,"i/e"
"1376","4d9c","image-keyboard-response",302,698065,"0.0-17.0-1.38",NA,NA,NA,NA,NA,"327","q","pics/scaled/biene_buehne.png","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","biene.wav","0.0-17.0-0.38","biene","biene_buehne","biene","buehne",1,"y/i"
"1378","4d9c","image-keyboard-response",304,699937,"0.0-17.0-1.39",NA,NA,NA,NA,NA,"260","p","pics/scaled/siegel_segel.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","siegel.wav","0.0-17.0-0.39","siegel","siegel_segel","segel","siegel",1,"i/e"
"1380","4d9c","image-keyboard-response",306,702640,"0.0-17.0-1.40",NA,NA,NA,NA,NA,"1322","p","pics/scaled/bluten_blueten.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","blueten.wav","0.0-17.0-0.40","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"1382","4d9c","image-keyboard-response",308,704572,"0.0-17.0-1.41",NA,NA,NA,NA,NA,"235","q","pics/scaled/spulen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spuelen2.wav","0.0-17.0-0.41","spuelen","spulen_spuelen","spulen","spuelen",0,"y/u"
"1384","4d9c","image-keyboard-response",310,706471,"0.0-17.0-1.42",NA,NA,NA,NA,NA,"314","p","pics/scaled/stiel2_stuhl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","stuhl.wav","0.0-17.0-0.42","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"1386","4d9c","image-keyboard-response",312,708188,"0.0-17.0-1.43",NA,NA,NA,NA,NA,"411","q","pics/scaled/tier_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tier.wav","0.0-17.0-0.43","tier","tier_tour","tier","tour",1,"i/u"
"1388","4d9c","image-keyboard-response",314,709896,"0.0-17.0-1.44",NA,NA,NA,NA,NA,"278","p","pics/scaled/kiel_kuehl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","kuehl.wav","0.0-17.0-0.44","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"1390","4d9c","image-keyboard-response",316,711539,"0.0-17.0-1.45",NA,NA,NA,NA,NA,"1","q","pics/scaled/siegel_segel.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","segel.wav","0.0-17.0-0.45","segel","siegel_segel","segel","siegel",1,"i/e"
"1392","4d9c","image-keyboard-response",318,713886,"0.0-17.0-1.46",NA,NA,NA,NA,NA,"947","p","pics/scaled/bluten_blueten.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","bluten.wav","0.0-17.0-0.46","bluten","bluten_blueten","blueten","bluten",1,"y/u"
"1394","4d9c","image-keyboard-response",320,715688,"0.0-17.0-1.47",NA,NA,NA,NA,NA,"243","p","pics/scaled/stiel2_stuhl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","stuhl.wav","0.0-17.0-0.47","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"1396","4d9c","image-keyboard-response",322,717365,"0.0-17.0-1.48",NA,NA,NA,NA,NA,"240","p","pics/scaled/kiel_kuehl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","kuehl.wav","0.0-17.0-0.48","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"1398","4d9c","image-keyboard-response",324,719007,"0.0-17.0-1.49",NA,NA,NA,NA,NA,"262","p","pics/scaled/biene_buehne.png","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","buehne.wav","0.0-17.0-0.49","buehne","biene_buehne","biene","buehne",1,"y/i"
"1400","4d9c","image-keyboard-response",326,721058,"0.0-17.0-1.50",NA,NA,NA,NA,NA,"653","p","pics/scaled/bluten_blueten.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","bluten.wav","0.0-17.0-0.50","bluten","bluten_blueten","blueten","bluten",1,"y/u"
"1402","4d9c","image-keyboard-response",328,723047,"0.0-17.0-1.51",NA,NA,NA,NA,NA,"682","p","pics/scaled/tier_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tour.wav","0.0-17.0-0.51","tour","tier_tour","tier","tour",1,"i/u"
"1404","4d9c","image-keyboard-response",330,724714,"0.0-17.0-1.52",NA,NA,NA,NA,NA,"229","q","pics/scaled/kiel_kuehl.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","kiel.wav","0.0-17.0-0.52","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"1406","4d9c","image-keyboard-response",332,726596,"0.0-17.0-1.53",NA,NA,NA,NA,NA,"172","q","pics/scaled/spulen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spulen.wav","0.0-17.0-0.53","spulen","spulen_spuelen","spulen","spuelen",1,"y/u"
"1408","4d9c","image-keyboard-response",334,728314,"0.0-17.0-1.54",NA,NA,NA,NA,NA,"269","p","pics/scaled/lieder_leder.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","lieder.wav","0.0-17.0-0.54","lieder","lieder_leder","leder","lieder",1,"i/e"
"1410","4d9c","image-keyboard-response",336,730387,"0.0-17.0-1.55",NA,NA,NA,NA,NA,"382","q","pics/scaled/spielen_spulen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spulen.wav","0.0-17.0-0.55","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"1412","4d9c","image-keyboard-response",338,732290,"0.0-17.0-1.56",NA,NA,NA,NA,NA,"505","p","pics/scaled/bluten_blueten.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","blueten.wav","0.0-17.0-0.56","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"1414","4d9c","image-keyboard-response",340,734434,"0.0-17.0-1.57",NA,NA,NA,NA,NA,"449","p","pics/scaled/spielen_spuelen.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","spuelen2.wav","0.0-17.0-0.57","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"1416","4d9c","image-keyboard-response",342,736090,"0.0-17.0-1.58",NA,NA,NA,NA,NA,"25","q","pics/scaled/siegel_segel.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","segel.wav","0.0-17.0-0.58","segel","siegel_segel","segel","siegel",1,"i/e"
"1418","4d9c","image-keyboard-response",344,738342,"0.0-17.0-1.59",NA,NA,NA,NA,NA,"958","q","pics/scaled/tuer_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tour.wav","0.0-17.0-0.59","tour","tuer_tour","tour","tuer",1,"y/u"
"1420","4d9c","image-keyboard-response",346,740020,"0.0-17.0-1.60",NA,NA,NA,NA,NA,"295","q","pics/scaled/biene_buehne.png","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","biene.wav","0.0-17.0-0.60","biene","biene_buehne","biene","buehne",1,"y/i"
"1422","4d9c","image-keyboard-response",348,742488,"0.0-17.0-1.61",NA,NA,NA,NA,NA,"1163","q","pics/scaled/tuer_tour.jpg","Englisch","13","classeshome",NA,NA,NA,NA,"immersion","","20","9 Monate","tour.wav","0.0-17.0-0.61","tour","tuer_tour","tour","tuer",1,"y/u"
